image_name,fold
ISIC_4884879,2
ISIC_4885417,2
ISIC_4885444,0
ISIC_4885898,0
ISIC_4886493,0
ISIC_4886992,1
ISIC_4887256,0
ISIC_4887384,2
ISIC_4887403,3
ISIC_4887874,4
ISIC_4887995,1
ISIC_4887997,4
ISIC_4888722,0
ISIC_4888812,2
ISIC_4888821,0
ISIC_4888971,3
ISIC_4889196,2
ISIC_4889332,4
ISIC_4889721,1
ISIC_4889839,0
ISIC_4890201,0
ISIC_4890895,4
ISIC_4891057,0
ISIC_4891204,2
ISIC_4891233,3
ISIC_4891451,2
ISIC_4892083,3
ISIC_4892761,4
ISIC_4892817,0
ISIC_4892823,4
ISIC_4893602,4
ISIC_4893911,1
ISIC_4894156,2
ISIC_4894286,0
ISIC_4894602,4
ISIC_4894802,4
ISIC_4894806,2
ISIC_4894929,2
ISIC_4895464,3
ISIC_4895838,4
ISIC_4895957,3
ISIC_4896088,2
ISIC_4896348,3
ISIC_4897171,1
ISIC_4897852,2
ISIC_4897895,4
ISIC_4898865,4
ISIC_4899386,2
ISIC_4899513,4
ISIC_4899689,3
ISIC_4900012,2
ISIC_4900077,2
ISIC_4900923,2
ISIC_4901293,1
ISIC_4901330,3
ISIC_4901577,2
ISIC_4901633,4
ISIC_4901967,0
ISIC_4902829,0
ISIC_4903186,1
ISIC_4903900,1
ISIC_4903927,2
ISIC_4903988,2
ISIC_4904317,1
ISIC_4904364,2
ISIC_4904405,4
ISIC_4904912,2
ISIC_4905088,3
ISIC_4905111,2
ISIC_4905126,3
ISIC_4905331,3
ISIC_4906026,0
ISIC_4906130,2
ISIC_4906385,1
ISIC_4906470,0
ISIC_4907595,2
ISIC_4908514,0
ISIC_4908873,4
ISIC_4909154,1
ISIC_4909229,2
ISIC_4909462,1
ISIC_4910094,4
ISIC_4910271,2
ISIC_4910683,3
ISIC_4911104,2
ISIC_4911407,1
ISIC_4911852,3
ISIC_4912127,2
ISIC_4912369,2
ISIC_4912684,1
ISIC_4913284,4
ISIC_4913818,1
ISIC_4915404,3
ISIC_4915666,4
ISIC_4915889,2
ISIC_4915897,2
ISIC_4916704,4
ISIC_4917748,4
ISIC_4917773,3
ISIC_4918571,1
ISIC_4918809,0
ISIC_4919198,0
ISIC_4919209,2
ISIC_4919503,2
ISIC_4919596,4
ISIC_4919947,2
ISIC_4920051,4
ISIC_4920148,4
ISIC_4920166,1
ISIC_4920181,3
ISIC_4920999,0
ISIC_4921130,3
ISIC_4921164,0
ISIC_4921413,2
ISIC_4921648,1
ISIC_4921882,4
ISIC_4922000,2
ISIC_4922651,2
ISIC_4922965,0
ISIC_4923095,2
ISIC_4923457,4
ISIC_4923606,2
ISIC_4924365,0
ISIC_4924690,0
ISIC_4925442,3
ISIC_4925631,3
ISIC_4926099,2
ISIC_4926448,0
ISIC_4926484,0
ISIC_4926759,0
ISIC_4926788,4
ISIC_4927075,1
ISIC_4927297,3
ISIC_4927560,0
ISIC_4927573,0
ISIC_4927813,1
ISIC_4927895,3
ISIC_4927943,4
ISIC_4928143,4
ISIC_4928277,2
ISIC_4928426,0
ISIC_4928482,1
ISIC_4928553,0
ISIC_4929101,0
ISIC_4929141,2
ISIC_4929703,4
ISIC_4929865,1
ISIC_4930108,1
ISIC_4930558,2
ISIC_4930632,0
ISIC_4930672,4
ISIC_4930937,3
ISIC_4931777,4
ISIC_4932000,2
ISIC_4932763,2
ISIC_4932813,4
ISIC_4932844,1
ISIC_4933119,0
ISIC_4933150,1
ISIC_4933230,1
ISIC_4933332,4
ISIC_4933604,2
ISIC_4933735,1
ISIC_4934323,0
ISIC_4935711,3
ISIC_4936610,0
ISIC_4936662,0
ISIC_4936702,0
ISIC_4937316,3
ISIC_4937725,3
ISIC_4938165,4
ISIC_4938188,1
ISIC_4938376,1
ISIC_4938388,1
ISIC_4938638,3
ISIC_4938791,0
ISIC_4938994,3
ISIC_4939321,3
ISIC_4939497,4
ISIC_4939916,0
ISIC_4940947,1
ISIC_4941125,0
ISIC_4941243,1
ISIC_4941646,3
ISIC_4942545,2
ISIC_4942899,4
ISIC_4943234,3
ISIC_4943237,3
ISIC_4943389,4
ISIC_4943797,2
ISIC_4944445,1
ISIC_4944556,4
ISIC_4944690,0
ISIC_4945233,3
ISIC_4945245,2
ISIC_4945584,4
ISIC_4946006,0
ISIC_4946031,2
ISIC_4946953,3
ISIC_4947205,4
ISIC_4947726,4
ISIC_4947778,4
ISIC_4947816,0
ISIC_4948093,2
ISIC_4948341,3
ISIC_4948642,4
ISIC_4948722,2
ISIC_4949652,4
ISIC_4949672,0
ISIC_4949846,1
ISIC_4950151,2
ISIC_4950290,4
ISIC_4950321,4
ISIC_4950467,3
ISIC_4950948,3
ISIC_4951035,4
ISIC_4951095,3
ISIC_4951557,2
ISIC_4952040,1
ISIC_4952227,4
ISIC_4952515,4
ISIC_4952820,3
ISIC_4953080,3
ISIC_4954282,3
ISIC_4954719,2
ISIC_4954740,1
ISIC_4954969,0
ISIC_4955457,4
ISIC_4955740,0
ISIC_4955968,3
ISIC_4956352,1
ISIC_4956558,2
ISIC_4956713,0
ISIC_4956766,0
ISIC_4956861,3
ISIC_4956965,3
ISIC_4957216,0
ISIC_4957315,0
ISIC_4957730,4
ISIC_4957778,2
ISIC_4957931,1
ISIC_4957985,4
ISIC_4958006,0
ISIC_4958219,1
ISIC_4958578,3
ISIC_4958861,2
ISIC_4959023,0
ISIC_4959114,0
ISIC_4959937,0
ISIC_4960406,1
ISIC_4960477,0
ISIC_4960784,4
ISIC_4960802,1
ISIC_4961292,2
ISIC_4961493,1
ISIC_4961543,0
ISIC_4961708,0
ISIC_4962288,4
ISIC_4962984,4
ISIC_4963111,0
ISIC_4963405,2
ISIC_4963410,0
ISIC_4963625,4
ISIC_4964433,1
ISIC_4964478,2
ISIC_4964532,1
ISIC_4964586,4
ISIC_4964644,1
ISIC_4965160,3
ISIC_4965459,1
ISIC_4965526,2
ISIC_4965795,1
ISIC_4965832,3
ISIC_4965850,1
ISIC_4965967,4
ISIC_4966148,3
ISIC_4966496,0
ISIC_4966865,4
ISIC_4967164,3
ISIC_4967564,0
ISIC_4967586,0
ISIC_4967639,1
ISIC_4967755,1
ISIC_4967830,3
ISIC_4968388,4
ISIC_4968536,3
ISIC_4968624,4
ISIC_4968876,4
ISIC_4969221,4
ISIC_4969249,3
ISIC_4969320,3
ISIC_4969372,4
ISIC_4969660,3
ISIC_4969996,1
ISIC_4971047,4
ISIC_4971534,3
ISIC_4971739,1
ISIC_4972756,4
ISIC_4972972,3
ISIC_4973203,0
ISIC_4973282,1
ISIC_4973549,3
ISIC_4973666,2
ISIC_4973809,3
ISIC_4973831,0
ISIC_4974475,0
ISIC_4974788,2
ISIC_4975243,4
ISIC_4975454,0
ISIC_4975505,2
ISIC_4975848,3
ISIC_4975949,1
ISIC_4976189,1
ISIC_4976513,1
ISIC_4977119,2
ISIC_4977415,0
ISIC_4977971,0
ISIC_4978039,0
ISIC_4978474,3
ISIC_4978697,0
ISIC_4978829,2
ISIC_4978973,4
ISIC_4979071,4
ISIC_4979624,1
ISIC_4979697,0
ISIC_4979909,3
ISIC_4980079,0
ISIC_4980328,3
ISIC_4980338,2
ISIC_4980656,1
ISIC_4981135,4
ISIC_4981344,1
ISIC_4981507,3
ISIC_4981608,1
ISIC_4981759,4
ISIC_4982097,3
ISIC_4983237,3
ISIC_4983367,1
ISIC_4983464,2
ISIC_4984668,1
ISIC_4984688,3
ISIC_4984992,0
ISIC_4985037,0
ISIC_4985369,4
ISIC_4986274,4
ISIC_4986451,3
ISIC_4986485,2
ISIC_4986879,2
ISIC_4986933,0
ISIC_4987297,0
ISIC_4987473,0
ISIC_4988141,1
ISIC_4988671,4
ISIC_4989914,2
ISIC_4991633,1
ISIC_4991644,3
ISIC_4992060,3
ISIC_4992109,2
ISIC_4992554,3
ISIC_4992702,2
ISIC_4993417,0
ISIC_4993777,0
ISIC_4993799,0
ISIC_4994072,4
ISIC_4994445,4
ISIC_4994695,4
ISIC_4994891,0
ISIC_4995656,2
ISIC_4996497,2
ISIC_4996867,3
ISIC_4997532,4
ISIC_4998280,4
ISIC_4998535,2
ISIC_4998816,4
ISIC_4998826,0
ISIC_5000359,3
ISIC_5000531,1
ISIC_5000592,3
ISIC_5001033,2
ISIC_5001123,4
ISIC_5001317,2
ISIC_5002041,3
ISIC_5002096,4
ISIC_5002227,4
ISIC_5002700,0
ISIC_5002738,2
ISIC_5002739,3
ISIC_5003062,1
ISIC_5003226,1
ISIC_5003391,2
ISIC_5003538,4
ISIC_5003751,3
ISIC_5003787,3
ISIC_5003862,0
ISIC_5004291,3
ISIC_5004681,3
ISIC_5004716,4
ISIC_5005065,3
ISIC_5005149,3
ISIC_5005253,4
ISIC_5005747,2
ISIC_5005869,3
ISIC_5005961,3
ISIC_5006020,1
ISIC_5006118,2
ISIC_5006135,1
ISIC_5006434,3
ISIC_5006877,0
ISIC_5006891,3
ISIC_5008272,4
ISIC_5008399,0
ISIC_5008478,0
ISIC_5008602,4
ISIC_5009085,0
ISIC_5009935,3
ISIC_5009980,1
ISIC_5010197,2
ISIC_5011222,3
ISIC_5011331,0
ISIC_5011531,3
ISIC_5011583,2
ISIC_5012067,1
ISIC_5012435,3
ISIC_5013346,2
ISIC_5013376,2
ISIC_5013558,2
ISIC_5013602,2
ISIC_5014345,0
ISIC_5014425,2
ISIC_5014516,3
ISIC_5015081,0
ISIC_5015378,3
ISIC_5015391,1
ISIC_5016141,2
ISIC_5016597,0
ISIC_5017874,0
ISIC_5018298,4
ISIC_5018367,0
ISIC_5018520,3
ISIC_5018620,0
ISIC_5018840,4
ISIC_5019268,1
ISIC_5019303,2
ISIC_5021038,4
ISIC_5021861,2
ISIC_5021938,0
ISIC_5022002,1
ISIC_5022546,2
ISIC_5022555,2
ISIC_5022895,1
ISIC_5023040,3
ISIC_5023793,2
ISIC_5023949,0
ISIC_5025675,3
ISIC_5026265,3
ISIC_5026565,4
ISIC_5026709,3
ISIC_5026745,3
ISIC_5028203,1
ISIC_5028303,4
ISIC_5028581,1
ISIC_5028612,3
ISIC_5028878,1
ISIC_5028913,0
ISIC_5029008,3
ISIC_5029146,2
ISIC_5029636,2
ISIC_5029669,3
ISIC_5029679,2
ISIC_5029767,4
ISIC_5029956,0
ISIC_5030337,0
ISIC_5030416,2
ISIC_5030989,0
ISIC_5031252,3
ISIC_5031380,3
ISIC_5031549,4
ISIC_5032047,2
ISIC_5032060,3
ISIC_5032464,3
ISIC_5032938,0
ISIC_5033074,4
ISIC_5033871,4
ISIC_5033906,4
ISIC_5033950,4
ISIC_5034304,1
ISIC_5034671,0
ISIC_5035663,2
ISIC_5036010,1
ISIC_5036393,2
ISIC_5037370,2
ISIC_5037592,4
ISIC_5037740,4
ISIC_5037784,0
ISIC_5037785,3
ISIC_5037796,4
ISIC_5038440,1
ISIC_5038808,1
ISIC_5038943,2
ISIC_5038963,2
ISIC_5039396,4
ISIC_5039708,2
ISIC_5039895,0
ISIC_5039900,2
ISIC_5040726,0
ISIC_5041059,2
ISIC_5041139,3
ISIC_5041398,4
ISIC_5041679,4
ISIC_5042077,1
ISIC_5042455,0
ISIC_5042497,0
ISIC_5042524,2
ISIC_5042770,1
ISIC_5042983,2
ISIC_5043090,4
ISIC_5043429,3
ISIC_5043996,4
ISIC_5044391,1
ISIC_5044438,4
ISIC_5044449,0
ISIC_5044479,4
ISIC_5044557,2
ISIC_5044647,1
ISIC_5044765,3
ISIC_5044766,1
ISIC_5044940,0
ISIC_5045173,1
ISIC_5045600,3
ISIC_5046055,0
ISIC_5046082,1
ISIC_5046340,2
ISIC_5046352,3
ISIC_5046402,3
ISIC_5047172,4
ISIC_5047840,3
ISIC_5047862,4
ISIC_5047865,1
ISIC_5047956,3
ISIC_5047962,2
ISIC_5048124,0
ISIC_5048571,1
ISIC_5049137,3
ISIC_5049165,3
ISIC_5049325,4
ISIC_5049365,1
ISIC_5050669,2
ISIC_5050702,0
ISIC_5051449,2
ISIC_5051632,1
ISIC_5051907,2
ISIC_5052630,4
ISIC_5052760,1
ISIC_5053869,0
ISIC_5053904,3
ISIC_5054136,2
ISIC_5054317,3
ISIC_5054877,4
ISIC_5055404,3
ISIC_5055871,2
ISIC_5055930,2
ISIC_5056170,4
ISIC_5056768,0
ISIC_5057452,4
ISIC_5057716,2
ISIC_5057875,0
ISIC_5058120,0
ISIC_5058159,2
ISIC_5059092,4
ISIC_5059195,4
ISIC_5059355,0
ISIC_5059375,1
ISIC_5059476,3
ISIC_5059640,3
ISIC_5060012,3
ISIC_5060016,0
ISIC_5060252,1
ISIC_5060576,4
ISIC_5061168,3
ISIC_5061278,4
ISIC_5061329,3
ISIC_5061466,0
ISIC_5061661,3
ISIC_5062795,2
ISIC_5063451,0
ISIC_5063645,1
ISIC_5064969,3
ISIC_5065157,3
ISIC_5065245,4
ISIC_5065360,4
ISIC_5065528,2
ISIC_5066267,2
ISIC_5066448,0
ISIC_5066548,0
ISIC_5066849,2
ISIC_5067317,3
ISIC_5068221,4
ISIC_5068748,0
ISIC_5069034,2
ISIC_5069292,0
ISIC_5069412,4
ISIC_5069688,0
ISIC_5069715,1
ISIC_5069771,1
ISIC_5069780,0
ISIC_5070664,4
ISIC_5070697,2
ISIC_5070701,2
ISIC_5070849,4
ISIC_5070894,0
ISIC_5071046,1
ISIC_5071555,2
ISIC_5071682,3
ISIC_5071800,3
ISIC_5072049,2
ISIC_5072210,3
ISIC_5072343,4
ISIC_5072761,2
ISIC_5072824,0
ISIC_5073160,4
ISIC_5073817,1
ISIC_5073847,1
ISIC_5074129,2
ISIC_5074160,3
ISIC_5074228,3
ISIC_5074788,1
ISIC_5074858,0
ISIC_5074968,4
ISIC_5075202,3
ISIC_5075232,1
ISIC_5075261,0
ISIC_5075404,0
ISIC_5075453,4
ISIC_5076396,1
ISIC_5076700,0
ISIC_5076871,1
ISIC_5077627,4
ISIC_5077664,0
ISIC_5078356,4
ISIC_5079103,3
ISIC_5079420,0
ISIC_5079465,3
ISIC_5080559,4
ISIC_5080783,3
ISIC_5081382,2
ISIC_5081644,3
ISIC_5082596,1
ISIC_5082615,4
ISIC_5084113,2
ISIC_5084146,3
ISIC_5084150,0
ISIC_5084175,3
ISIC_5084360,4
ISIC_5084654,0
ISIC_5084661,4
ISIC_5084682,1
ISIC_5084796,2
ISIC_5086219,0
ISIC_5086254,4
ISIC_5086349,2
ISIC_5086403,1
ISIC_5086676,1
ISIC_5086709,2
ISIC_5087331,2
ISIC_5087395,2
ISIC_5087951,0
ISIC_5088967,0
ISIC_5089423,3
ISIC_5090146,2
ISIC_5090400,2
ISIC_5090724,1
ISIC_5090739,3
ISIC_5091090,3
ISIC_5091521,3
ISIC_5091712,2
ISIC_5091815,2
ISIC_5091950,3
ISIC_5092424,3
ISIC_5092484,2
ISIC_5092834,2
ISIC_5093070,4
ISIC_5093264,1
ISIC_5093799,1
ISIC_5095445,0
ISIC_5095848,1
ISIC_5096132,0
ISIC_5096227,1
ISIC_5096336,3
ISIC_5096338,2
ISIC_5096378,1
ISIC_5096556,3
ISIC_5096569,4
ISIC_5096748,0
ISIC_5097490,1
ISIC_5097785,0
ISIC_5097807,1
ISIC_5097912,3
ISIC_5097947,2
ISIC_5098152,1
ISIC_5098492,3
ISIC_5098663,4
ISIC_5098722,1
ISIC_5098778,1
ISIC_5099193,1
ISIC_5099324,2
ISIC_5099569,2
ISIC_5099981,3
ISIC_5100134,1
ISIC_5100319,0
ISIC_5101111,3
ISIC_5101218,0
ISIC_5101240,4
ISIC_5101322,2
ISIC_5101955,0
ISIC_5102688,2
ISIC_5102769,2
ISIC_5102846,3
ISIC_5103342,4
ISIC_5103657,2
ISIC_5103658,3
ISIC_5103854,1
ISIC_5104054,3
ISIC_5104241,0
ISIC_5104731,4
ISIC_5104795,1
ISIC_5104921,3
ISIC_5105824,3
ISIC_5106102,2
ISIC_5106239,3
ISIC_5106240,2
ISIC_5106348,1
ISIC_5106545,2
ISIC_5106638,2
ISIC_5106867,4
ISIC_5106902,0
ISIC_5107157,3
ISIC_5107195,0
ISIC_5107655,0
ISIC_5108076,3
ISIC_5108538,3
ISIC_5108732,1
ISIC_5109296,3
ISIC_5109327,2
ISIC_5109915,2
ISIC_5110133,2
ISIC_5110209,0
ISIC_5110505,3
ISIC_5110696,3
ISIC_5111439,1
ISIC_5111521,0
ISIC_5112267,2
ISIC_5112744,1
ISIC_5112908,3
ISIC_5112931,4
ISIC_5113169,2
ISIC_5113187,4
ISIC_5113492,2
ISIC_5113530,1
ISIC_5113684,1
ISIC_5114555,4
ISIC_5115473,4
ISIC_5116541,0
ISIC_5116614,4
ISIC_5117209,0
ISIC_5117658,2
ISIC_5118254,4
ISIC_5118536,4
ISIC_5118951,1
ISIC_5119261,1
ISIC_5119269,2
ISIC_5119273,1
ISIC_5119380,1
ISIC_5119949,2
ISIC_5120109,4
ISIC_5120553,2
ISIC_5120564,2
ISIC_5120795,4
ISIC_5121178,3
ISIC_5121498,3
ISIC_5121988,2
ISIC_5122042,2
ISIC_5122091,2
ISIC_5122168,1
ISIC_5122173,2
ISIC_5122220,4
ISIC_5123366,1
ISIC_5123813,4
ISIC_5123817,4
ISIC_5123837,1
ISIC_5123950,3
ISIC_5123979,3
ISIC_5124889,4
ISIC_5124997,0
ISIC_5125226,3
ISIC_5125438,0
ISIC_5125960,3
ISIC_5126638,0
ISIC_5127759,2
ISIC_5127944,3
ISIC_5128216,1
ISIC_5128348,4
ISIC_5128589,3
ISIC_5128793,2
ISIC_5130179,3
ISIC_5130418,4
ISIC_5130558,1
ISIC_5130786,2
ISIC_5130916,3
ISIC_5131121,4
ISIC_5131138,0
ISIC_5131198,4
ISIC_5131330,1
ISIC_5131452,0
ISIC_5131821,3
ISIC_5131914,2
ISIC_5132214,2
ISIC_5132536,1
ISIC_5132893,2
ISIC_5133396,4
ISIC_5133461,4
ISIC_5133729,0
ISIC_5133804,4
ISIC_5134634,0
ISIC_5134680,1
ISIC_5134862,1
ISIC_5135143,4
ISIC_5135700,1
ISIC_5135858,3
ISIC_5136151,0
ISIC_5136370,3
ISIC_5136612,4
ISIC_5136890,2
ISIC_5137061,3
ISIC_5137911,3
ISIC_5137933,4
ISIC_5138032,0
ISIC_5138700,3
ISIC_5139028,2
ISIC_5140952,1
ISIC_5141510,3
ISIC_5141596,3
ISIC_5141844,1
ISIC_5142088,0
ISIC_5142275,4
ISIC_5142375,4
ISIC_5142472,0
ISIC_5142479,2
ISIC_5142496,1
ISIC_5142743,4
ISIC_5143697,1
ISIC_5143786,1
ISIC_5143813,2
ISIC_5143984,1
ISIC_5144082,0
ISIC_5144150,4
ISIC_5144373,4
ISIC_5144615,4
ISIC_5144730,1
ISIC_5144813,0
ISIC_5145325,4
ISIC_5145347,0
ISIC_5145651,3
ISIC_5146245,3
ISIC_5146942,1
ISIC_5147263,1
ISIC_5147292,2
ISIC_5147346,4
ISIC_5147524,3
ISIC_5148474,0
ISIC_5148544,1
ISIC_5148635,2
ISIC_5148638,4
ISIC_5148722,1
ISIC_5148751,0
ISIC_5148961,0
ISIC_5149021,1
ISIC_5149127,2
ISIC_5149162,1
ISIC_5149397,0
ISIC_5149730,3
ISIC_5150141,4
ISIC_5150200,3
ISIC_5150491,3
ISIC_5150671,3
ISIC_5150938,4
ISIC_5151091,4
ISIC_5151261,3
ISIC_5151428,1
ISIC_5151719,2
ISIC_5152000,1
ISIC_5152600,3
ISIC_5152619,2
ISIC_5152859,2
ISIC_5153075,2
ISIC_5153404,4
ISIC_5153482,2
ISIC_5153725,3
ISIC_5154175,0
ISIC_5154320,4
ISIC_5155692,1
ISIC_5156210,4
ISIC_5157055,2
ISIC_5157775,0
ISIC_5157799,1
ISIC_5157962,1
ISIC_5158305,0
ISIC_5158597,4
ISIC_5158910,3
ISIC_5159043,4
ISIC_5159400,1
ISIC_5159517,3
ISIC_5159557,1
ISIC_5161114,3
ISIC_5162216,3
ISIC_5162699,4
ISIC_5162861,3
ISIC_5162875,0
ISIC_5163183,0
ISIC_5163257,2
ISIC_5163523,1
ISIC_5163807,2
ISIC_5163976,4
ISIC_5164045,0
ISIC_5164059,0
ISIC_5164319,3
ISIC_5164416,2
ISIC_5165183,2
ISIC_5165286,3
ISIC_5165522,1
ISIC_5165544,3
ISIC_5165620,0
ISIC_5166636,3
ISIC_5166798,2
ISIC_5166934,3
ISIC_5166956,0
ISIC_5167001,0
ISIC_5167067,1
ISIC_5167209,1
ISIC_5167572,1
ISIC_5168050,0
ISIC_5168662,0
ISIC_5169434,4
ISIC_5169650,1
ISIC_5169849,2
ISIC_5169967,2
ISIC_5170196,0
ISIC_5170228,0
ISIC_5170323,4
ISIC_5170482,0
ISIC_5170766,0
ISIC_5170821,4
ISIC_5171439,1
ISIC_5172053,3
ISIC_5173343,3
ISIC_5173385,3
ISIC_5173486,1
ISIC_5173742,0
ISIC_5173984,3
ISIC_5174173,4
ISIC_5174403,0
ISIC_5174438,1
ISIC_5174617,1
ISIC_5174685,3
ISIC_5175471,2
ISIC_5175564,1
ISIC_5175636,0
ISIC_5176105,2
ISIC_5176297,1
ISIC_5176419,2
ISIC_5176708,2
ISIC_5177353,0
ISIC_5178031,2
ISIC_5178161,1
ISIC_5178216,1
ISIC_5178977,1
ISIC_5179415,2
ISIC_5179497,3
ISIC_5179503,0
ISIC_5179549,0
ISIC_5179620,1
ISIC_5179742,4
ISIC_5179841,0
ISIC_5179884,1
ISIC_5180805,0
ISIC_5181177,3
ISIC_5181340,1
ISIC_5181956,2
ISIC_5182084,1
ISIC_5182148,1
ISIC_5182179,1
ISIC_5182364,4
ISIC_5182592,0
ISIC_5182725,3
ISIC_5182820,3
ISIC_5182841,2
ISIC_5183488,3
ISIC_5184722,2
ISIC_5185074,3
ISIC_5185188,0
ISIC_5185222,2
ISIC_5185580,2
ISIC_5185729,4
ISIC_5186059,3
ISIC_5187457,4
ISIC_5187819,4
ISIC_5188065,0
ISIC_5188723,0
ISIC_5188831,0
ISIC_5189247,1
ISIC_5189310,1
ISIC_5189688,1
ISIC_5189783,4
ISIC_5189804,2
ISIC_5189902,1
ISIC_5189963,3
ISIC_5190484,1
ISIC_5190562,2
ISIC_5190837,0
ISIC_5190920,4
ISIC_5191018,3
ISIC_5191115,3
ISIC_5191344,4
ISIC_5191998,3
ISIC_5192051,1
ISIC_5192265,2
ISIC_5192527,4
ISIC_5192684,2
ISIC_5193510,3
ISIC_5193576,3
ISIC_5193810,3
ISIC_5194331,4
ISIC_5194334,2
ISIC_5194340,4
ISIC_5194345,1
ISIC_5194705,3
ISIC_5194874,3
ISIC_5195360,3
ISIC_5195381,0
ISIC_5195680,2
ISIC_5195977,0
ISIC_5196005,0
ISIC_5196052,2
ISIC_5196220,3
ISIC_5196516,3
ISIC_5196781,4
ISIC_5196913,3
ISIC_5196937,3
ISIC_5196989,1
ISIC_5197473,3
ISIC_5198201,1
ISIC_5198347,0
ISIC_5198439,1
ISIC_5198780,0
ISIC_5198817,1
ISIC_5198847,0
ISIC_5198996,3
ISIC_5199301,3
ISIC_5199342,2
ISIC_5199497,1
ISIC_5200765,1
ISIC_5200791,4
ISIC_5200993,4
ISIC_5201151,1
ISIC_5202074,2
ISIC_5202231,3
ISIC_5202235,3
ISIC_5202944,0
ISIC_5203137,3
ISIC_5203504,1
ISIC_5203791,2
ISIC_5204029,2
ISIC_5204117,4
ISIC_5204143,3
ISIC_5204245,3
ISIC_5204408,0
ISIC_5204796,0
ISIC_5204824,4
ISIC_5204992,0
ISIC_5205426,0
ISIC_5205454,2
ISIC_5205468,2
ISIC_5206080,1
ISIC_5206218,0
ISIC_5207050,4
ISIC_5207136,0
ISIC_5207738,0
ISIC_5207969,3
ISIC_5208069,0
ISIC_5208090,4
ISIC_5208232,3
ISIC_5208357,0
ISIC_5208613,1
ISIC_5208789,0
ISIC_5208963,1
ISIC_5209007,1
ISIC_5209031,0
ISIC_5209265,0
ISIC_5209401,0
ISIC_5209769,0
ISIC_5210016,2
ISIC_5210063,1
ISIC_5210074,4
ISIC_5210185,0
ISIC_5210340,0
ISIC_5211080,1
ISIC_5212189,1
ISIC_5212857,4
ISIC_5213224,2
ISIC_5213663,4
ISIC_5213792,3
ISIC_5213829,3
ISIC_5214247,0
ISIC_5214779,0
ISIC_5215191,1
ISIC_5216586,2
ISIC_5216654,2
ISIC_5216675,1
ISIC_5216976,4
ISIC_5217509,1
ISIC_5218474,1
ISIC_5218530,3
ISIC_5218561,0
ISIC_5218739,2
ISIC_5218773,0
ISIC_5219334,1
ISIC_5219569,0
ISIC_5219705,1
ISIC_5219742,2
ISIC_5220254,4
ISIC_5220578,3
ISIC_5220580,1
ISIC_5220698,4
ISIC_5220911,3
ISIC_5221189,3
ISIC_5221354,2
ISIC_5221422,0
ISIC_5221619,0
ISIC_5221636,3
ISIC_5221917,0
ISIC_5222093,0
ISIC_5222541,2
ISIC_5222545,0
ISIC_5223096,1
ISIC_5223101,1
ISIC_5223280,0
ISIC_5224107,3
ISIC_5224467,0
ISIC_5225090,4
ISIC_5225256,3
ISIC_5225263,0
ISIC_5225336,3
ISIC_5225355,0
ISIC_5225528,2
ISIC_5225928,1
ISIC_5226018,0
ISIC_5226159,1
ISIC_5226275,1
ISIC_5226353,4
ISIC_5226371,1
ISIC_5226441,2
ISIC_5227075,2
ISIC_5227635,4
ISIC_5228997,0
ISIC_5229218,1
ISIC_5229249,3
ISIC_5229861,3
ISIC_5230282,4
ISIC_5230345,2
ISIC_5230371,1
ISIC_5230385,3
ISIC_5230497,3
ISIC_5230975,2
ISIC_5231145,4
ISIC_5231616,2
ISIC_5231959,3
ISIC_5231991,4
ISIC_5232632,2
ISIC_5233226,4
ISIC_5233406,2
ISIC_5233643,3
ISIC_5233769,1
ISIC_5233978,0
ISIC_5233994,1
ISIC_5234605,4
ISIC_5234835,3
ISIC_5234914,2
ISIC_5235200,1
ISIC_5235229,4
ISIC_5235431,1
ISIC_5235576,4
ISIC_5235744,4
ISIC_5236233,3
ISIC_5236367,2
ISIC_5237020,2
ISIC_5237723,3
ISIC_5237946,4
ISIC_5238111,3
ISIC_5238536,3
ISIC_5238649,1
ISIC_5238910,2
ISIC_5239242,4
ISIC_5239607,0
ISIC_5239796,1
ISIC_5239856,3
ISIC_5239966,3
ISIC_5240035,2
ISIC_5240387,1
ISIC_5240648,2
ISIC_5240834,0
ISIC_5241475,2
ISIC_5241850,1
ISIC_5242216,2
ISIC_5242698,0
ISIC_5243140,4
ISIC_5243378,1
ISIC_5243698,0
ISIC_5243831,4
ISIC_5244188,3
ISIC_5245212,1
ISIC_5246130,2
ISIC_5247102,1
ISIC_5247383,0
ISIC_5247508,3
ISIC_5247560,2
ISIC_5247735,0
ISIC_5248304,4
ISIC_5248486,0
ISIC_5248948,0
ISIC_5249665,2
ISIC_5250674,4
ISIC_5250835,2
ISIC_5250954,3
ISIC_5251150,0
ISIC_5251194,2
ISIC_5251429,0
ISIC_5251729,4
ISIC_5251830,0
ISIC_5251834,4
ISIC_5252266,1
ISIC_5252704,3
ISIC_5252709,1
ISIC_5253149,4
ISIC_5253954,3
ISIC_5254524,4
ISIC_5254803,2
ISIC_5254894,0
ISIC_5254982,1
ISIC_5255175,1
ISIC_5255299,4
ISIC_5255347,2
ISIC_5255922,0
ISIC_5256576,4
ISIC_5256697,3
ISIC_5257137,0
ISIC_5257429,4
ISIC_5258352,0
ISIC_5258551,1
ISIC_5258657,1
ISIC_5259313,0
ISIC_5259414,0
ISIC_5259518,3
ISIC_5259582,3
ISIC_5260050,2
ISIC_5260098,3
ISIC_5260323,2
ISIC_5261146,4
ISIC_5261384,1
ISIC_5261611,2
ISIC_5263419,4
ISIC_5263581,1
ISIC_5263643,3
ISIC_5263858,0
